,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Prices,Area,toFace,type,certificate,width,length,floors,Latitude,Longitude,Street,Ward,District,distance_to_beach,distance_to_center,distance_to_airport
7828,7828,7828,7828,7828,7829,10.0,16.0,Đông,Nhà mặt tiền,Giấy tờ hợp lệ,4.0,4.0,2,16.037304,108.2170335, Bình An 5,Hòa Cường Bắc,hải châu,4.470032308514932,2.5409106855031487,2.686972339744069
7829,7829,7829,7829,7829,7830,5.4,100.0,Nam,Nhà mặt tiền,Giấy tờ hợp lệ,10.0,10.0,1,16.0295717,108.2197285, Đoàn Quý Phi,Hòa Cường Nam,hải châu,4.9129934844278855,3.4407863146989417,3.562734711628345
7830,7830,7830,7830,7830,7831,21.0,144.0,Nam,Nhà mặt tiền,Giấy tờ hợp lệ,12.0,12.0,2,16.0427332,108.2428481, Bà Huyện Thanh Quan,Mỹ An,ngũ hành sơn,2.50293418993956,3.829086990259891,4.588877644417808
7831,7831,7831,7831,7831,7832,8.44943486742928,40.0,Tây Nam,Nhà mặt tiền,Giấy tờ hợp lệ,8.0,5.0,4,16.0577595,108.2145929, Hoàng Diệu,Bình Hiên,hải châu,3.6135254608335794,0.3797662624762123,1.27769621653997
7832,7832,7832,7832,7832,7833,6.7,7.0,Tây Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,2.6457513110645907,2.6457513110645907,3,16.0438793,108.2127646, Huỳnh Mẫn Đạt,Hòa Cường Bắc,hải châu,4.388589715140666,1.7510474364403676,1.829321866560644
7833,7833,7833,7833,7833,7834,5.3,70.0,Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,8.366600265340756,8.366600265340756,2,16.0327697,108.2155964, Huy Cận,Hòa Cường Nam,hải châu,4.931994610337267,3.0062339205199984,3.038708960872851
7834,7834,7834,7834,7834,7835,8.6,100.0,Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,10.0,10.0,3,16.0393279,108.2162431, Hàn Thuyên,Hòa Cường Bắc,hải châu,4.3844469949604274,2.30380748853976,2.4556008752805387
7835,7835,7835,7835,7835,7836,21.0,7.0,Nam,Nhà mặt tiền,Giấy tờ hợp lệ,2.6457513110645907,2.6457513110645907,3,16.0711542,108.215614, Lê Duẩn,Thạch Thang,hải châu,3.4865461755655023,1.3404711080806837,2.073188806591856
7836,7836,7836,7836,7836,7837,4.6,70.0,Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,8.366600265340756,8.366600265340756,3,16.0311345,108.2270147, Lê Anh Xuân,Hòa Cường Nam,hải châu,4.333729075873777,3.560121910104603,3.888463720013613
7837,7837,7837,7837,7837,7838,16.0,80.0,Tây,Nhà mặt tiền,Giấy tờ hợp lệ,8.94427190999916,8.94427190999916,3,16.0604012,108.2170183, Hoàng Diệu,Nam Dương,hải châu,3.304327533355402,0.5810390622936686,1.5756969397271998
7838,7838,7838,7838,7838,7839,9.0,71.0,Tây,Nhà mặt tiền,Giấy tờ hợp lệ,8.426149773176359,8.426149773176359,3,16.0421575,108.2174963, Lê Thanh Nghị,Hòa Cường Bắc,hải châu,4.082812514447704,2.036224213688871,2.3012870060921142
7839,7839,7839,7839,7839,7840,8.2,5.0,Đông,Nhà mặt tiền,Giấy tờ hợp lệ,2.23606797749979,2.23606797749979,4,16.0596622,108.2121322, Đỗ Quang,Vĩnh Trung,thanh khê,3.833504767302232,0.0524890094715491,1.0484830818026558
7840,7840,7840,7840,7840,7841,6.1,90.0,Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,9.486832980505138,9.486832980505138,2,16.0312252,108.216254, Hồ Nguyên Trừng,Hòa Cường Nam,hải châu,5.009252561322011,3.1856777128528413,3.2229556567970405
7841,7841,7841,7841,7841,7842,6.1,9.0,Tây,Nhà mặt tiền,Giấy tờ hợp lệ,3.0,3.0,2,16.0404581,108.212282, Hồ Tông Thốc,Hòa Cường Bắc,hải châu,4.642288826653585,2.1266108655997007,2.120940967672827
7842,7842,7842,7842,7842,7843,7.3,88.0,Không,Nhà mặt tiền,Không có,9.38083151964686,9.38083151964686,1,16.0636784,108.2133627, Bàu Hạc 5,Vĩnh Trung,thanh khê,3.6603554670809886,0.4807057154292239,1.3495811290127642
7843,7843,7843,7843,7843,7844,7.0,67.0,Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,8.18535277187245,8.18535277187245,1,16.0761855,108.2186075, Ba ĐÌnh,Thạch Thang,hải châu,3.339358253758945,1.974165159678486,2.704717658094421
7844,7844,7844,7844,7844,7845,4.7,60.0,Tây Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,7.745966692414834,7.745966692414834,3,16.0389469,108.2162899, Bình An 2,Hòa Cường Bắc,hải châu,4.407966628480898,2.346068452185765,2.4926416462788485
7845,7845,7845,7845,7845,7846,6.0,35.0,Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5.916079783099616,5.916079783099616,3,16.056989,108.2180774, Chu Văn An,Bình Hiên,hải châu,3.2724440314090644,0.7496472596198082,1.6493385387700876
7846,7846,7846,7846,7846,7847,8.0,88.0,Tây Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,9.38083151964686,9.38083151964686,3,16.0436101,108.2189014, Lê Bá Trinh,Hòa Cường Bắc,hải châu,3.865488273909688,1.9391174478021835,2.299091536330625
7847,7847,7847,7847,7847,7848,3.6,60.0,Nam,Nhà mặt tiền,Giấy tờ hợp lệ,7.745966692414834,7.745966692414834,1,16.0315428,108.2283521, Hóa Sơn 4,Hòa Cường Nam,hải châu,4.22341661218506,3.5892273265234818,3.953183293590504
7848,7848,7848,7848,7848,7849,4.35,6.0,Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,2.449489742783178,2.449489742783178,1,16.0887725,108.2170944, Đinh Công Tráng,Thuận Phước,hải châu,4.195426592279652,3.273344487679751,3.817929625373816
7849,7849,7849,7849,7849,7850,5.7,76.0,Tây,Nhà mặt tiền,Giấy tờ hợp lệ,8.717797887081348,8.717797887081348,2,16.0339912,108.2150624, Dương Bá Trạc,Hòa Cường Nam,hải châu,4.87605248526501,2.8646116816245417,2.892363250255785
7850,7850,7850,7850,7850,7851,4.65,75.0,Tây Nam,Nhà mặt tiền,Giấy tờ hợp lệ,8.660254037844387,8.660254037844387,2,16.033764,108.2131623, Chu Mạnh Trinh,Khuê Trung,cẩm lệ,5.04018331209715,2.8708848259674213,2.8279857644585062
7851,7851,7851,7851,7851,7852,4.95,74.0,Đông,Nhà mặt tiền,Giấy tờ hợp lệ,8.602325267042627,8.602325267042627,3,16.033764,108.2131623, Chu Mạnh Trinh,Khuê Trung,cẩm lệ,5.04018331209715,2.8708848259674213,2.8279857644585062
7852,7852,7852,7852,7852,7853,13.3,130.0,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,11.40175425099138,11.40175425099138,3,16.0371262,108.2200424, Phan Đăng Lưu,Hòa Cường Bắc,hải châu,4.254723039314091,2.651264384997385,2.898395189762467
7853,7853,7853,7853,7853,7854,5.4,70.0,Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,8.366600265340756,8.366600265340756,3,16.0327697,108.2155964, Huy Cận,Hòa Cường Nam,hải châu,4.931994610337267,3.0062339205199984,3.038708960872851
7854,7854,7854,7854,7854,7855,6.55,60.0,Nam,Nhà mặt tiền,Giấy tờ hợp lệ,7.745966692414834,7.745966692414834,3,16.0887725,108.2170944, Đinh Công Tráng,Thuận Phước,hải châu,4.195426592279652,3.273344487679751,3.817929625373816
7855,7855,7855,7855,7855,7856,4.9,58.0,Nam,Nhà mặt tiền,Giấy tờ hợp lệ,7.615773105863909,7.615773105863909,1,16.0880933,108.2171279, Cao Xuân Dục,Thuận Phước,hải châu,4.145681796255215,3.2000716748961606,3.750790063512153
7856,7856,7856,7856,7856,7857,6.2,171.0,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,13.07669683062202,13.07669683062202,2,16.0187118,108.195929, Cẩm Bắc 6,Hòa Thọ Đông,cẩm lệ,7.525054848446494,4.833810944689017,4.321545555995581
7857,7857,7857,7857,7857,7858,11.5,80.0,Tây,Nhà mặt tiền,Giấy tờ hợp lệ,6.0,13.333333333333334,3,16.0500842,108.2170537, Lê Đình Thám,Hòa Thuận Đông,hải châu,3.6513084003744862,1.2081348459811625,1.7301866778981936
7858,7858,7858,7858,7858,7859,8.44943486742928,80.0,Đông,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,16.0,4,16.063099,108.2418134, Tô Hiến Thành,Phước Mỹ,sơn trà,0.6448877706632468,3.250701646909645,4.239187913137638
7859,7859,7859,7859,7859,7860,4.8,90.0,Tây Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,18.0,1,16.0277607,108.2121296, Trần Kim Bảng,Khuê Trung,cẩm lệ,5.5899031392691,3.5309748773522127,3.413365163948269
7860,7860,7860,7860,7860,7861,8.0,115.0,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,10.723805294763608,10.723805294763608,2,16.0393279,108.2162431, Hàn Thuyên,Hòa Cường Bắc,hải châu,4.3844469949604274,2.30380748853976,2.4556008752805387
7861,7861,7861,7861,7861,7862,74.0,401.0,Tây Nam,Nhà mặt tiền,Giấy tờ hợp lệ,20.024984394500787,20.024984394500787,3,16.0756155,108.2177987, Nguyễn Thị Minh Khai,Thạch Thang,hải châu,3.3972169537976726,1.8839272329724108,2.601334464287596
7862,7862,7862,7862,7862,7863,10.5,108.0,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,10.392304845413264,10.392304845413264,2,16.0600634,108.2135488, Nguyễn Hoàng,Bình Hiên,hải châu,3.677019358396333,0.2087568387355273,1.206391277618806
7863,7863,7863,7863,7863,7864,21.5,50.0,Tây Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,10.0,5.0,3,16.0295883,108.2417432, Bùi Tá Hán,Khuê Mỹ,ngũ hành sơn,3.955564522746736,4.631837419134414,5.180243697188388
7864,7864,7864,7864,7864,7865,13.5,100.0,Đông,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,20.0,3,16.0419706,108.2135436, Nguyễn Hữu Dật,Hòa Cường Bắc,hải châu,4.435431449662891,1.9686828834751715,2.049795588920144
7865,7865,7865,7865,7865,7866,4.6,7.0,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,2.6457513110645907,2.6457513110645907,2,16.0312244,108.2131143, Nguyễn Hành,Khuê Trung,cẩm lệ,5.239883531090807,3.1512419680129105,3.086051758216119
7866,7866,7866,7866,7866,7867,8.0,78.0,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,8.831760866327848,8.831760866327848,3,16.0698397,108.2115701, Lê Duẩn,Tân Chính,thanh khê,3.88841536044275,1.1258653402444132,1.690805522306393
7867,7867,7867,7867,7867,7868,8.2,5.0,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,2.23606797749979,2.23606797749979,2,16.0779948,108.2168512, Đống Đa,Thạch Thang,hải châu,3.590396775719954,2.1034768895415463,2.7550454397411714
7868,7868,7868,7868,7868,7869,11.5,48.0,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,6.928203230275509,6.928203230275509,3,16.0785524,108.2159741, Đống Đa,Thuận Phước,hải châu,3.701212010223355,2.140773490999176,2.757123206999029
7869,7869,7869,7869,7869,7870,7.0,8.0,Nam,Nhà mặt tiền,Giấy tờ hợp lệ,2.8284271247461903,2.8284271247461903,3,16.0382374,108.2163652, Nguyễn Cư Trinh,Hòa Cường Bắc,hải châu,4.453462990329684,2.424520622569639,2.561341068212001
7870,7870,7870,7870,7870,7871,16.0,138.0,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,7.0,19.714285714285715,3,16.0732065,108.220864, Nguyễn Chí Thanh,Hải Châu I,hải châu,2.999837999439496,1.794145460876669,2.63103247975902
7871,7871,7871,7871,7871,7872,10.0,86.0,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,6.0,14.333333333333334,1,16.0751042,108.2073603, Trần Cao Vân,Tam Thuận,thanh khê,4.446100836465397,1.7687584978483872,2.042094465794425
7872,7872,7872,7872,7872,7873,7.5,80.0,Đông,Nhà mặt tiền,Giấy tờ hợp lệ,8.94427190999916,8.94427190999916,3,16.0383613,108.2175473, Nguyễn Đổng Chi,Hòa Cường Bắc,hải châu,4.350225911820616,2.44076648009158,2.6248707933712474
7873,7873,7873,7873,7873,7874,7.0,50.0,Đông,Nhà mặt tiền,Giấy tờ hợp lệ,7.071067811865476,7.071067811865476,3,16.0595819,108.2182244, Huỳnh Thúc Kháng,Nam Dương,hải châu,3.192238818625232,0.704429841397975,1.685299288306813
7874,7874,7874,7874,7874,7875,19.5,140.0,Tây,Nhà mặt tiền,Giấy tờ hợp lệ,11.832159566199232,11.832159566199232,3,16.0397362,108.219754, Núi Thành,Hòa Cường Bắc,hải châu,4.07355919466838,2.37008851645957,2.661952843685695
7875,7875,7875,7875,7875,7876,8.5,90.0,Nam,Nhà mặt tiền,Giấy tờ hợp lệ,9.486832980505138,9.486832980505138,2,16.0415125,108.2168663, Ỷ Lan Nguyên Phi,Hòa Cường Bắc,hải châu,4.179916992431663,2.085174410270329,2.308567931315352
7876,7876,7876,7876,7876,7877,12.0,40.0,Nam,Nhà mặt tiền,Giấy tờ hợp lệ,6.7,5.970149253731343,3,16.0555326,108.2213482, Lê Quý Đôn,Bình Thuận,hải châu,2.988630611152494,1.1348797605063743,2.0078153871412696
7877,7877,7877,7877,7877,7878,8.0,61.0,Tây Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,12.2,3,16.0512309,108.2443867, An Thượng 38,Mỹ An,ngũ hành sơn,1.548929419426012,3.6260687754731418,4.5132904749324485
7878,7878,7878,7878,7878,7879,24.0,125.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,25.0,6,16.0407896,108.2111494, Nguyễn Hữu Thọ,Hòa Cường Bắc,hải châu,4.72051048174597,2.0894873395519493,2.0319746507239835
7879,7879,7879,7879,7879,7880,6.5,86.0,Đông,Nhà mặt tiền,Giấy tờ hợp lệ,9.273618495495704,9.273618495495704,1,16.0337176,108.2126983, Phan Anh,Khuê Trung,cẩm lệ,5.08003075904466,2.8736295126057447,2.813378774444516
7880,7880,7880,7880,7880,7881,8.9,120.0,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,10.954451150103322,10.954451150103322,3,16.0905114,108.2327381, Phạm Huy Thông,Nại Hiên Đông,sơn trà,3.2480097003248787,4.09218341514017,4.891539953457175
7881,7881,7881,7881,7881,7882,10.5,76.0,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,8.717797887081348,8.717797887081348,3,16.0810631,108.217488, Lương Ngọc Quyến,Thuận Phước,hải châu,3.680746407541048,2.4490498089336112,3.078691608961818
7882,7882,7882,7882,7882,7883,11.6,50.0,Tây Nam,Nhà trong hẻm,Giấy tờ hợp lệ,7.071067811865476,7.071067811865476,2,16.0753408,108.21245, Ông Ích Khiêm,Tam Thuận,thanh khê,3.929476988799527,1.736742838917101,2.262347323101181
7883,7883,7883,7883,7883,7884,4.6,56.0,Bắc,Nhà trong hẻm,Giấy tờ hợp lệ,7.483314773547883,7.483314773547883,2,16.0883921,108.2162174, Huỳnh Lý,Thuận Phước,hải châu,4.242781813595658,3.216318260091544,3.742119153958609
7884,7884,7884,7884,7884,7885,1.5,35.0,Nam,Nhà trong hẻm,Giấy tờ hợp lệ,5.916079783099616,5.916079783099616,1,16.0455449,108.2088093, Trưng Nữ Vương,Hòa Thuận Tây,hải châu,4.665431996031684,1.5917272805390188,1.4493582064363928
7885,7885,7885,7885,7885,7886,4.5,53.0,Tây Bắc,Nhà trong hẻm,Giấy tờ hợp lệ,5.6,9.464285714285715,3,16.0455449,108.2088093, Trưng Nữ Vương,Hòa Thuận Tây,hải châu,4.665431996031684,1.5917272805390188,1.4493582064363928
7886,7886,7886,7886,7886,7887,5.09,80.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,16.0,3,16.0550085,108.1845513, Nguyễn Phước Nguyên,An Khê,thanh khê,6.82898435422885,2.944230597155801,1.9536412266262269
7887,7887,7887,7887,7887,7888,3.79,56.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,4.0,14.0,2,16.0311397,108.2273853, Hóa Sơn 2,Hòa Cường Nam,hải châu,4.313258881985078,3.5781123240472743,3.914724933327211
7888,7888,7888,7888,7888,7889,4.4,90.0,Tây Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,18.0,2,16.047518,108.1762504, Nguyễn Công Hoan,Hòa An,cẩm lệ,7.867698438973799,4.01857687235932,3.02350169997281
7889,7889,7889,7889,7889,7890,2.95,75.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,5.0,15.0,2,16.021945,108.2518963, K20,Khuê Mỹ,ngũ hành sơn,4.77499564283181,5.998354100113547,6.556728510348353
7890,7890,7890,7890,7890,7891,7.0,75.0,Không,Nhà mặt tiền,Không có,4.0,18.0,2,16.0592016,108.2131098, Nguyễn Hoàng,Nam Dương,hải châu,3.738380284016263,0.165277947915421,1.138950979221888
7891,7891,7891,7891,7891,7892,4.5,90.0,Tây Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,18.0,2,16.047518,108.1762504, Nguyễn Công Hoan,Hòa An,cẩm lệ,7.867698438973799,4.01857687235932,3.02350169997281
7892,7892,7892,7892,7892,7893,3.98,61.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,6.0,10.2,2,16.0580766,108.1764603, Cao Sơn Pháo,Hòa An,cẩm lệ,7.643842463512043,3.768617514970002,2.8056523857442
7893,7893,7893,7893,7893,7894,2.38,6.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,4.5,13.8,2,16.0658173,108.1872478, Điện Biên Phủ,Thanh Khê Đông,thanh khê,6.452976379361591,2.6974720682087043,1.904517943882136
7894,7894,7894,7894,7894,7895,8.6,100.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,20.0,1,16.0613126,108.1905719, Hà Huy Tập,Hòa Khê,thanh khê,6.109392732361489,2.2618638249502485,1.3710939417820018
7895,7895,7895,7895,7895,7896,4.55,106.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.5,19.0,3,16.0524731,108.1804256, Tôn Đản,Hòa An,cẩm lệ,7.312627738543276,3.433781014033331,2.436994835762726
7896,7896,7896,7896,7896,7897,8.95,125.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,25.0,3,16.0737868,108.185573, Nguyễn Tất Thành,Thanh Khê Đông,thanh khê,6.703913970692048,3.197198498722752,2.589735523054996
7897,7897,7897,7897,7897,7898,7.9,160.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,6.5,25.0,2,16.0599586,108.1831612, Nguyễn Phước Thái,An Khê,thanh khê,6.911105656818458,3.047653810704732,2.1089397739876907
7898,7898,7898,7898,7898,7899,2.09,60.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,4.0,15.0,2,16.0613126,108.1905719, Hà Huy Tập,Hòa Khê,thanh khê,6.109392732361489,2.2618638249502485,1.3710939417820018
7899,7899,7899,7899,7899,7900,4.3,65.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,4.0,17.0,3,16.0514959,108.2191998, Núi Thành,Hòa Thuận Đông,hải châu,3.376175222701541,1.213026467784076,1.8791434565918272
7900,7900,7900,7900,7900,7901,3.0,70.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,4.0,17.0,2,16.0421575,108.2174963, Lê Thanh Nghị,Hòa Cường Bắc,hải châu,4.082812514447704,2.036224213688871,2.3012870060921142
7901,7901,7901,7901,7901,7902,1.95,5.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,9.0,6.0,1,16.0649884,108.1472612, Phạm Như Xương,Hòa Khánh Nam,liên chiểu,10.730735591155147,6.913918318123646,5.990392574808645
7902,7902,7902,7902,7902,7903,6.2,11.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,21.0,3,16.0721666,108.1641259, Phú Xuân,Hòa Minh,liên chiểu,8.962295987938267,5.2689847512182615,4.443161493388396
7903,7903,7903,7903,7903,7904,5.89,77.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,17.0,3,16.0626639,108.1807301, Cù Chính Lan,An Khê,thanh khê,7.15385104817608,3.32419047422387,2.423277289042979
7904,7904,7904,7904,7904,7905,2.395,55.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,5.0,11.0,2,16.0633931,108.2362933, Lương Thế Vinh,An Hải Đông,sơn trà,1.215663852331567,2.669815913127641,3.662582500898097
7905,7905,7905,7905,7905,7906,17.0,170.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,34.0,5,16.0292463,108.2088901, Nguyễn Hữu Thọ,Khuê Trung,cẩm lệ,5.715852897530487,3.3790472630467607,3.166122078016512
7906,7906,7906,7906,7906,7907,17.1,117.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,23.0,3,16.0751042,108.2073603, Trần Cao Vân,Tam Thuận,thanh khê,4.446100836465397,1.7687584978483872,2.042094465794425
7907,7907,7907,7907,7907,7908,7.8,100.0,Tây Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,20.0,5,16.0151078,108.2575759, Sơn Thủy Đông 3,Hòa Hải,ngũ hành sơn,5.612407025184091,6.962443988288544,7.499611605603651
7908,7908,7908,7908,7908,7909,25.0,190.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,38.0,3,16.0595032,108.2194331, Phan Châu Trinh,Phước Ninh,hải châu,3.066888792395223,0.83389697303422,1.811941099415868
7909,7909,7909,7909,7909,7910,4.05,100.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,22.22222222222222,2,16.0407896,108.2111494, Nguyễn Hữu Thọ,Hòa Cường,hải châu,4.72051048174597,2.0894873395519493,2.0319746507239835
7910,7910,7910,7910,7910,7911,3.45,56.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,4.0,14.0,1,16.0685747,108.2354229, An Nhơn 7,An Hải Bắc,sơn trà,1.3599961521233654,2.7288966220257387,3.723588454406491
7911,7911,7911,7911,7911,7912,9.45,88.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,20.0,3,16.0722537,108.2373694, Lê Ninh,An Hải Bắc,sơn trà,1.3602315925323916,3.085211526009496,4.069073101715186
7912,7912,7912,7912,7912,7913,27.0,50.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,10.0,25.0,2,16.0292463,108.2088901, Nguyễn Hữu Thọ,Khuê Trung,cẩm lệ,5.715852897530487,3.3790472630467607,3.166122078016512
7913,7913,7913,7913,7913,7914,9.15,100.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,20.0,5,16.0712464,108.1871687, Nguyễn Đức Trung,Xuân Hà,thanh khê,6.498713221131659,2.9153547658922205,2.2714590153413305
7914,7914,7914,7914,7914,7915,12.0,155.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,7.7,20.12987012987013,1,16.0588294,108.233123, Hà Thị Thân,An Hải Tây,sơn trà,1.682973701901517,2.300424350767072,3.263946438514891
7915,7915,7915,7915,7915,7916,4.7,85.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,17.0,3,16.0692623,108.1833317, Thanh Huy,Thanh Khê Đông,thanh khê,6.888134902826679,3.20991907080537,2.4609278247179254
7916,7916,7916,7916,7916,7917,3.95,85.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,17.0,2,16.0554131,108.1876616, Trần Xuân Lê,Hòa Khê,thanh khê,6.493299841923051,2.6087538712694984,1.6178394636779412
7917,7917,7917,7917,7917,7918,4.85,58.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,4.1,14.0,2,16.0681237,108.234489, An Nhơn 10,An Hải Bắc,sơn trà,1.442452405385684,2.617711516308595,3.612707470557284
7918,7918,7918,7918,7918,7919,4.3,100.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,20.0,1,16.0720812,108.1687179, Nguyễn Xí,Hòa Minh,liên chiểu,8.472172912705219,4.793899280258693,3.987430701583933
7919,7919,7919,7919,7919,7920,6.45,96.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,19.0,5,16.0691758,108.1963172, Đỗ Ngọc Du,Xuân Hà,thanh khê,5.502169502711511,1.948375384403346,1.487461370213386
7920,7920,7920,7920,7920,7921,2.14,8.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,4.0,7.0,3,16.0640847,108.2154849, Ông Ích Khiêm,Hải Châu II,hải châu,3.4319769943146574,0.638925810548818,1.568148765452585
7921,7921,7921,7921,7921,7922,4.85,75.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,5.0,14.8,3,16.0828219,108.2411154, Phó Đức Chính,Mân Thái,sơn trà,2.1003083240654488,4.063396488211171,4.995330520076209
7922,7922,7922,7922,7922,7923,7.95,110.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,5.25,21.0,3,16.0564544,108.246868, Nguyễn Văn Thoại,Mỹ An,ngũ hành sơn,0.9363337754551556,3.786052256169158,4.730612171155757
7923,7923,7923,7923,7923,7924,4.2,60.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,6.0,10.0,3,16.0720397,108.2156756, Hải Phòng,Thạch Thang,hải châu,3.500914436311787,1.43570786241797,2.151338440152693
7924,7924,7924,7924,7924,7925,4.35,100.0,Không,Nhà mặt tiền,Không có,10.0,10.0,2,15.9989212,108.2086868, Hà Duy Phiên,Hòa Xuân,cẩm lệ,8.40162393085591,6.729368205304527,6.4831039517632485
7925,7925,7925,7925,7925,7926,4.05,100.0,Đông Bắc,Nhà trong hẻm,Giấy tờ hợp lệ,5.0,20.0,2,16.0647304,108.1778924, 60/85 Mẹ Nhu,Thanh Khê Tây,thanh khê,7.453225300315879,3.654444157405648,2.778076769374004
7926,7926,7926,7926,7926,7927,3.79,71.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,16.0,2,16.0397362,108.219754, Núi Thành,Hòa Cường Bắc,hải châu,4.07355919466838,2.37008851645957,2.661952843685695
7927,7927,7927,7927,7927,7928,3.3,80.0,Tây,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,16.0,2,15.9989212,108.2086868, Hà Duy Phiên,Hòa Xuân,cẩm lệ,8.40162393085591,6.729368205304527,6.4831039517632485
7928,7928,7928,7928,7928,7929,8.5,170.0,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,6.0,10.2,3,16.0402327,108.2410216, Ngũ Hành Sơn,Mỹ An,ngũ hành sơn,2.8165482638412187,3.80899102707286,4.514306850790539
7929,7929,7929,7929,7929,7930,6.1,51.0,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,17.5,3,16.0344668,108.2218176, Tiên Sơn 10,Hòa Cường Nam,hải châu,4.3491972802834615,2.9935709854807127,3.2463015028634272
7930,7930,7930,7930,7930,7931,5.75,100.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,20.0,1,16.0295717,108.2197285, Đoàn Quý Phi,Hòa Cường Nam,hải châu,4.9129934844278855,3.4407863146989417,3.562734711628345
7931,7931,7931,7931,7931,7932,4.55,50.0,Không,Nhà mặt tiền,Không có,7.071067811865476,7.071067811865476,4,16.0436504,108.2140975, Hoàng Thúc Trâm,Hòa Cường Bắc,hải châu,4.282144714312781,1.7916270065776447,1.936609449234561
7932,7932,7932,7932,7932,7933,5.9,70.0,Không,Nhà mặt tiền,Không có,8.366600265340756,8.366600265340756,4,16.0318761,108.2319729, Lưu Trọng Lư,Hòa Cường Nam,hải châu,4.015556383012242,3.766985072476909,4.2070942314933175
