Diện tích,Mức giá,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Latitude,Longitude,Mặt tiền,Đường vào,Hướng nhà,Hướng ban công,Số tầng
"62,7 m²",Thỏa thuận,,,Hợp đồng mua bán.,Cơ bản,16.089019775390625,108.22830200195312,,,,Đông - Nam,
108 m²,"18,89 tỷ",5 phòng,3 phòng,,,16.088383,108.22889,8 m,17 m,Tây - Nam,Tây - Nam,3 tầng
100 m²,"3,68 tỷ",3 phòng,2 phòng,Sổ đỏ/ Sổ hồng.,Không nội thất.,16.0804745740316,108.14458720294,5 m,"7,5 m",Đông - Bắc,Đông - Bắc,1 tầng
90 m²,"5,7 tỷ",4 phòng,3 phòng,Sổ đỏ/ Sổ hồng.,Cơ bản.,16.0275048034452,108.213456882467,5 m,"5,5 m",Đông - Nam,Tây - Bắc,3 tầng
200 m²,Thỏa thuận,2 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.0551534991855,108.241718404426,10 m,15 m,Đông - Nam,Đông - Nam,2 tầng
100 m²,"2,25 tỷ",,,Sổ đỏ/ Sổ hồng.,,16.0479387472274,108.146811179723,5 m,"7,5 m",Đông - Nam,,
63 m²,"4,95 tỷ",2 phòng,2 phòng,Hợp đồng mua bán,Đầy đủ,16.069961547851562,108.24534606933594,,,Đông,Đông,
"62,2 m²",Thỏa thuận,2 phòng,1 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ,16.076030731201172,108.24451446533203,,,Đông,,
140 m²,Thỏa thuận,,,Sổ đỏ/ Sổ hồng,,16.0406614772251,108.24701465433,9 m,,,,1 tầng
135 m²,"9,5 tỷ",5 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.03826197039913,108.2379720760752,20 m,"11,5 m",Tây,Tây,3 tầng
69 m²,Thỏa thuận,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản.,15.983246803283691,108.25209045410156,,,Bắc,Đông,
188 m²,25 tỷ,5 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Không nội thất,16.0657285,108.1991939,"8,2 m",33 m,,,3 tầng
65 m²,Thỏa thuận,1 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.069961547851562,108.24534606933594,,,,,
"94,7 m²",Thỏa thuận,2 phòng,2 phòng,Sổ đỏ/ sổ hồng,Nội thất cao cấp,16.1001110076904,108.228858947754,,,,,
90 m²,Thỏa thuận,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ.,16.0322987,108.231876,"4,5 m","7,5 m",,,3 tầng
75 m²,Thỏa thuận,2 phòng,2 phòng,,Đầy đủ,16.069962,108.245346,,,,,
100 m²,"3,15 tỷ",2 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,15.9872406673804,108.236144177018,5 m,"7,5 m",Tây - Bắc,Tây - Bắc,1 tầng
450 m²,30 tỷ,,,Sổ đỏ/ Sổ hồng,,16.060841686858,108.220473315594,10 m,3 m,,,
"62,7 m²",Thỏa thuận,,,Hợp đồng mua bán.,Cơ bản,16.089019775390625,108.22830200195312,,,,Đông - Nam,
108 m²,"18,89 tỷ",5 phòng,3 phòng,,,16.088383,108.22889,8 m,17 m,Tây - Nam,Tây - Nam,3 tầng
100 m²,"3,68 tỷ",3 phòng,2 phòng,Sổ đỏ/ Sổ hồng.,Không nội thất.,16.0804745740316,108.14458720294,5 m,"7,5 m",Đông - Bắc,Đông - Bắc,1 tầng
90 m²,"5,7 tỷ",4 phòng,3 phòng,Sổ đỏ/ Sổ hồng.,Cơ bản.,16.0275048034452,108.213456882467,5 m,"5,5 m",Đông - Nam,Tây - Bắc,3 tầng
200 m²,Thỏa thuận,2 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.0551534991855,108.241718404426,10 m,15 m,Đông - Nam,Đông - Nam,2 tầng
100 m²,"2,25 tỷ",,,Sổ đỏ/ Sổ hồng.,,16.0479387472274,108.146811179723,5 m,"7,5 m",Đông - Nam,,
63 m²,"4,95 tỷ",2 phòng,2 phòng,Hợp đồng mua bán,Đầy đủ,16.069961547851562,108.24534606933594,,,Đông,Đông,
"62,2 m²",Thỏa thuận,2 phòng,1 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ,16.076030731201172,108.24451446533203,,,Đông,,
140 m²,Thỏa thuận,,,Sổ đỏ/ Sổ hồng,,16.0406614772251,108.24701465433,9 m,,,,1 tầng
135 m²,"9,5 tỷ",5 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.03826197039913,108.2379720760752,20 m,"11,5 m",Tây,Tây,3 tầng
69 m²,Thỏa thuận,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản.,15.983246803283691,108.25209045410156,,,Bắc,Đông,
188 m²,25 tỷ,5 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Không nội thất,16.0657285,108.1991939,"8,2 m",33 m,,,3 tầng
65 m²,Thỏa thuận,1 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.069961547851562,108.24534606933594,,,,,
"94,7 m²",Thỏa thuận,2 phòng,2 phòng,Sổ đỏ/ sổ hồng,Nội thất cao cấp,16.1001110076904,108.228858947754,,,,,
90 m²,Thỏa thuận,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ.,16.0322987,108.231876,"4,5 m","7,5 m",,,3 tầng
75 m²,Thỏa thuận,2 phòng,2 phòng,,Đầy đủ,16.069962,108.245346,,,,,
100 m²,6 tỷ,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng.,,16.029903411865234,108.24016571044922,5 m,"7,5 m",Đông - Bắc,,3 tầng
69 m²,Thỏa thuận,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản.,15.983246803283691,108.25209045410156,,,Bắc,Đông,
188 m²,25 tỷ,5 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Không nội thất,16.0657285,108.1991939,"8,2 m",33 m,,,3 tầng
65 m²,Thỏa thuận,1 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.069961547851562,108.24534606933594,,,,,
"94,7 m²",Thỏa thuận,2 phòng,2 phòng,Sổ đỏ/ sổ hồng,Nội thất cao cấp,16.1001110076904,108.228858947754,,,,,
90 m²,Thỏa thuận,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ.,16.0322987,108.231876,"4,5 m","7,5 m",,,3 tầng
75 m²,Thỏa thuận,2 phòng,2 phòng,,Đầy đủ,16.069962,108.245346,,,,,
100 m²,6 tỷ,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng.,,16.029903411865234,108.24016571044922,5 m,"7,5 m",Đông - Bắc,,3 tầng
99 m²,"8,5 tỷ",,,Sổ đỏ/ Sổ hồng,,16.0545971,108.2215831,"4,5 m","5,5 m",,,
107 m²,"28,89 tỷ",5 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.088383,108.22889,8 m,50 m,Đông - Bắc,Đông - Bắc,5 tầng
290 m²,76 tỷ,27 phòng,27 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.1033569,108.2820373,10 m,30 m,Đông,Đông,7 tầng
58 m²,"4,3 tỷ",1 phòng,1 phòng,Hợp đồng mua bán,,16.069961547851562,108.24534606933594,,,,,
90 m²,"6,79 tỷ",15 phòng,16 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,16.0339782,108.2150381,5 m,"5,5 m",,,3 tầng
59 m²,5 tỷ,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,16.05846,108.2132606,,"7,5 m",,,3 tầng
"60,1 m²","6,89 tỷ",1 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.0496208,108.240249,"4,5 m","5,5 m",,,1 tầng
135 m²,"2,1 tỷ",,,,,16.098773956298828,108.12654876708984,,,,,
"85,9 m²","6,49 tỷ",3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.0338015000185,108.212620743108,,,,,2 tầng
100 m²,"3,6 tỷ",,,Sổ đỏ/ Sổ hồng.,,16.0078187551506,108.219433042709,5 m,7 m,Đông - Bắc,,
"48,9 m²","3,82 tỷ",2 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.088382720947266,108.22888946533203,,,,,
500 m²,Thỏa thuận,,,,,16.0527463,108.1774923,20 m,"7,5 m",Đông,,
90 m²,"6,79 tỷ",15 phòng,16 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,16.0339782,108.2150381,5 m,"5,5 m",,,3 tầng
59 m²,5 tỷ,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,16.05846,108.2132606,,"7,5 m",,,3 tầng
"60,1 m²","6,89 tỷ",1 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.0496208,108.240249,"4,5 m","5,5 m",,,1 tầng
135 m²,"2,1 tỷ",,,,,16.098773956298828,108.12654876708984,,,,,
"85,9 m²","6,49 tỷ",3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.0338015000185,108.212620743108,,,,,2 tầng
100 m²,"3,6 tỷ",,,Sổ đỏ/ Sổ hồng.,,16.0078187551506,108.219433042709,5 m,7 m,Đông - Bắc,,
"48,9 m²","3,82 tỷ",2 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.088382720947266,108.22888946533203,,,,,
500 m²,Thỏa thuận,,,,,16.0527463,108.1774923,20 m,"7,5 m",Đông,,
107 m²,"5,4 tỷ",,,Sổ đỏ/ Sổ hồng,,16.0549347619891,108.189945563593,"6,3 m","7,5 m",Tây - Nam,,
95 m²,"11,9 tỷ",3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,16.0414914304432,108.217626626784,5 m,105 m,Tây - Nam,Tây - Nam,3 tầng
162 m²,"8,55 tỷ",3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,16.0639505253112,108.221686591499,,,,,2 tầng
80 m²,"3,4 tỷ",3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,16.0464794495186,108.18394793098,,,,,3 tầng
"100,3 m²",11 tỷ,,,,,16.0023440099444,108.219733975596,,,,,6 tầng
120 m²,"13,95 tỷ",11 phòng,12 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.057719769934,108.244318190729,"5,8 m","5,5 m",,,5 tầng
250 m²,50 tỷ,20 phòng,20 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,16.0549870175504,108.242093291896,10 m,,Bắc,,9 tầng
80 m²,"5,79 tỷ",3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,16.0478416966022,108.237784469333,5 m,"5,5 m",Đông,,2 tầng
306 m²,37 tỷ,4 phòng,4 phòng,,,16.0844726299069,108.210858954117,12 m,"7,5 m",,,3 tầng
110 m²,12 tỷ,3 phòng,,,,16.04987826866,108.241111463487,,,,,2 tầng
68 m²,Thỏa thuận,2 phòng,,,,16.08799934387207,108.22093200683594,,,,,
"100,3 m²",11 tỷ,,,,,16.0023440099444,108.219733975596,,,,,6 tầng
120 m²,"13,95 tỷ",11 phòng,12 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.057719769934,108.244318190729,"5,8 m","5,5 m",,,5 tầng
250 m²,50 tỷ,20 phòng,20 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,16.0549870175504,108.242093291896,10 m,,Bắc,,9 tầng
80 m²,"5,79 tỷ",3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,16.0478416966022,108.237784469333,5 m,"5,5 m",Đông,,2 tầng
306 m²,37 tỷ,4 phòng,4 phòng,,,16.0844726299069,108.210858954117,12 m,"7,5 m",,,3 tầng
110 m²,12 tỷ,3 phòng,,,,16.04987826866,108.241111463487,,,,,2 tầng
68 m²,Thỏa thuận,2 phòng,,,,16.08799934387207,108.22093200683594,,,,,
"59,2 m²","1,52 tỷ",2 phòng,2 phòng,Sổ đỏ/ Sổ hồng.,Cơ bản.,16.09237289428711,108.1265869140625,,,,,
72 m²,"5,75 tỷ",3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.0826550079683,108.160139486045,"4,5 m","5,5 m",Tây - Nam,Tây - Nam,3 tầng
"297,1 m²","9,1 tỷ",,,Sổ đỏ/ Sổ hồng,,16.106407165527344,108.10873413085938,825 m,75 m,Tây - Nam,,
200 m²,"12,8 tỷ",4 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.0750257028433,108.168082938763,10 m,"7,5 m",,,3 tầng
156 m²,"8,75 tỷ",9 phòng,9 phòng,Sổ đỏ/ Sổ hồng.,Cao cấp.,16.0951573368132,108.249677741831,6 m,"7,5 m",,,2 tầng
122 m²,"8,5 tỷ",9 phòng,9 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,16.0628842103898,108.220396978562,43 m,6 m,Tây - Bắc,Tây - Bắc,4 tầng
"73,2 m²","4,85 tỷ",3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,16.0560293586474,108.165799469532,3 m,"5,5 m",Tây - Nam,Tây - Nam,3 tầng
"84,2 m²","3,65 tỷ",2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,16.0720462558482,108.173679388028,"6,3 m",6 m,Tây - Nam,Tây - Nam,2 tầng
140 m²,"3,95 tỷ",,,Sổ đỏ/ Sổ hồng.,,15.9872702,108.2711235,7 m,"5,5 m",Tây,,
82 m²,"5,3 tỷ",3 phòng,3 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ.,16.0667784407821,108.202476351465,"6,3 m","5,5 m",Bắc,Tây,3 tầng
300 m²,Thỏa thuận,,,Sổ đỏ/ Sổ hồng,,16.0326023101807,108.233390808105,,,Đông - Nam,,
156 m²,"8,75 tỷ",9 phòng,9 phòng,Sổ đỏ/ Sổ hồng.,Cao cấp.,16.0951573368132,108.249677741831,6 m,"7,5 m",,,2 tầng
122 m²,"8,5 tỷ",9 phòng,9 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,16.0628842103898,108.220396978562,43 m,6 m,Tây - Bắc,Tây - Bắc,4 tầng
"73,2 m²","4,85 tỷ",3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,16.0560293586474,108.165799469532,3 m,"5,5 m",Tây - Nam,Tây - Nam,3 tầng
"84,2 m²","3,65 tỷ",2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,16.0720462558482,108.173679388028,"6,3 m",6 m,Tây - Nam,Tây - Nam,2 tầng
140 m²,"3,95 tỷ",,,Sổ đỏ/ Sổ hồng.,,15.9872702,108.2711235,7 m,"5,5 m",Tây,,
82 m²,"5,3 tỷ",3 phòng,3 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ.,16.0667784407821,108.202476351465,"6,3 m","5,5 m",Bắc,Tây,3 tầng
300 m²,Thỏa thuận,,,Sổ đỏ/ Sổ hồng,,16.0326023101807,108.233390808105,,,Đông - Nam,,
48 m²,"2,8 tỷ",2 phòng,1 phòng,Hợp đồng mua bán,,16.088382720947266,108.22888946533203,,,,,
194 m²,13 tỷ,,,Sổ đỏ/ Sổ hồng.,,16.0549857317581,108.242110897267,"7,03 m",5 m,Đông,,
102 m²,"2,9 tỷ",,,Sổ đỏ/ Sổ hồng,,15.9832468032837,108.252090454102,,,,,
1.454 m²,"87,5 triệu/m²",,,Sổ đỏ/ Sổ hồng.,,16.0851765462019,108.219560678743,25 m,30 m,Đông - Bắc,,
"65,5 m²","4,1 tỷ",2 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,16.076030731201172,108.24451446533203,,,Tây,Đông,
"37,4 m²","2,3 tỷ",1 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.076030731201172,108.24451446533203,,,,,
94 m²,"3,68 tỷ",,,Sổ đỏ/ Sổ hồng,,16.0121313,108.2538492,5 m,"5,5 m",Đông,,
104 m²,"3,05 tỷ",,,Sổ đỏ/ Sổ hồng,,15.983246803283691,108.25209045410156,,,Nam,,
150 m²,Thỏa thuận,,,Sổ đỏ/ Sổ hồng.,,15.9876905384266,108.26099871452,6 m,,,,
252 m²,Thỏa thuận,,,Sổ đỏ/ Sổ hồng,,15.9739506,108.2574227,,,,,
135 m²,Thỏa thuận,,,Sổ đỏ/ Sổ hồng,,16.0725935323289,108.242649429075,17 m,"10,5 m",,,
1.454 m²,"87,5 triệu/m²",,,Sổ đỏ/ Sổ hồng.,,16.0851765462019,108.219560678743,25 m,30 m,Đông - Bắc,,
"65,5 m²","4,1 tỷ",2 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,16.076030731201172,108.24451446533203,,,Tây,Đông,
"37,4 m²","2,3 tỷ",1 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.076030731201172,108.24451446533203,,,,,
94 m²,"3,68 tỷ",,,Sổ đỏ/ Sổ hồng,,16.0121313,108.2538492,5 m,"5,5 m",Đông,,
104 m²,"3,05 tỷ",,,Sổ đỏ/ Sổ hồng,,15.983246803283691,108.25209045410156,,,Nam,,
150 m²,Thỏa thuận,,,Sổ đỏ/ Sổ hồng.,,15.9876905384266,108.26099871452,6 m,,,,
252 m²,Thỏa thuận,,,Sổ đỏ/ Sổ hồng,,15.9739506,108.2574227,,,,,
135 m²,Thỏa thuận,,,Sổ đỏ/ Sổ hồng,,16.0725935323289,108.242649429075,17 m,"10,5 m",,,
180 m²,45 tỷ,,,Sổ đỏ/ Sổ hồng,,16.0542604455614,108.246668668268,10 m,10 m,Đông - Bắc,,
40 m²,"2,65 tỷ",3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,16.0640643215369,108.189086391127,,"2,5 m",Đông - Nam,Đông - Nam,3 tầng
"75,7 m²","1,95 tỷ",3 phòng,,Sổ đỏ/ Sổ hồng,Không nội thất,16.0097387474994,108.257292450948,"4,5 m",2 m,Đông - Bắc,Đông - Bắc,
164 m²,"1,95 tỷ",,,Sổ đỏ.,,15.9876932542495,108.260776355119,,,,,
96 m²,"2,75 tỷ",,,Sổ đỏ/ Sổ hồng,,15.983246803283691,108.25209045410156,,,,,
90 m²,"4,19 tỷ",,,Sổ đỏ/ Sổ hồng,,15.983247,108.25209,,,,,2 tầng
150 m²,"2,55 tỷ",,,,,15.9769315719604,108.262977600098,6 m,"7,5 m",,,
"62,7 m²","3,4 tỷ",2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản.,16.089019775390625,108.22830200195312,,,Tây - Bắc,Đông - Nam,
72 m²,"5,75 tỷ",3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.0557387058651,108.166000719407,3 m,"5,5 m",Tây - Nam,Tây - Nam,3 tầng
99 m²,"2,95 tỷ",,,,,15.9832468032837,108.252090454102,,,,,
"106,5 m²",Thỏa thuận,,,Sổ đỏ/ Sổ hồng.,,16.0362842760299,108.24534922983,5 m,,Tây - Bắc,,
180 m²,45 tỷ,,,Sổ đỏ/ Sổ hồng,,16.0542604455614,108.246668668268,10 m,10 m,Đông - Bắc,,
40 m²,"2,65 tỷ",3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,16.0640643215369,108.189086391127,,"2,5 m",Đông - Nam,Đông - Nam,3 tầng
"75,7 m²","1,95 tỷ",3 phòng,,Sổ đỏ/ Sổ hồng,Không nội thất,16.0097387474994,108.257292450948,"4,5 m",2 m,Đông - Bắc,Đông - Bắc,
164 m²,"1,95 tỷ",,,Sổ đỏ.,,15.9876932542495,108.260776355119,,,,,
96 m²,"2,75 tỷ",,,Sổ đỏ/ Sổ hồng,,15.983246803283691,108.25209045410156,,,,,
90 m²,"4,19 tỷ",,,Sổ đỏ/ Sổ hồng,,15.983247,108.25209,,,,,2 tầng
150 m²,"2,55 tỷ",,,,,15.9769315719604,108.262977600098,6 m,"7,5 m",,,
"62,7 m²","3,4 tỷ",2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản.,16.089019775390625,108.22830200195312,,,Tây - Bắc,Đông - Nam,
72 m²,"5,75 tỷ",3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.0557387058651,108.166000719407,3 m,"5,5 m",Tây - Nam,Tây - Nam,3 tầng
99 m²,"2,95 tỷ",,,,,15.9832468032837,108.252090454102,,,,,
"106,5 m²",Thỏa thuận,,,Sổ đỏ/ Sổ hồng.,,16.0362842760299,108.24534922983,5 m,,Tây - Bắc,,
141 m²,"2,25 tỷ",,,,,15.9876932542495,108.260776355119,6 m,"7,5 m",,,
290 m²,76 tỷ,27 phòng,20 phòng,Sổ đỏ/ Sổ hồng,Nội thất tiêu chuẩn 5*.,16.1033569,108.2820373,,,,,7 tầng
90 m²,"4,7 tỷ",3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,16.0527797053388,108.171617045293,6 m,,,,3 tầng
170 m²,20 tỷ,,,Sổ đỏ/ Sổ hồng.,,16.0730164041151,108.243155430201,10 m,"15,5 m",,,
100 m²,"4,25 tỷ",3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.0643710584587,108.166720928145,10 m,5 m,Đông - Nam,Đông - Nam,3 tầng
"102,7 m²","8,2 tỷ",,,Sổ đỏ/ Sổ hồng,,16.0705975,108.2013051,"7,3 m","7,5 m",Đông,,
42 m²,"2,3 tỷ",,,Hợp đồng mua bán,,16.0883827209473,108.228889465332,,,,,
50 m²,"3,95 tỷ",3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,,16.0450447275212,108.216701184427,"4,5 m",6 m,,,3 tầng
150 m²,"2,55 tỷ",,,,,15.9769315719604,108.262977600098,6 m,"7,5 m",,,
"62,7 m²","3,4 tỷ",2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản.,16.089019775390625,108.22830200195312,,,Tây - Bắc,Đông - Nam,
72 m²,"5,75 tỷ",3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.0557387058651,108.166000719407,3 m,"5,5 m",Tây - Nam,Tây - Nam,3 tầng
99 m²,"2,95 tỷ",,,,,15.9832468032837,108.252090454102,,,,,
"106,5 m²",Thỏa thuận,,,Sổ đỏ/ Sổ hồng.,,16.0362842760299,108.24534922983,5 m,,Tây - Bắc,,
141 m²,"2,25 tỷ",,,,,15.9876932542495,108.260776355119,6 m,"7,5 m",,,
290 m²,76 tỷ,27 phòng,20 phòng,Sổ đỏ/ Sổ hồng,Nội thất tiêu chuẩn 5*.,16.1033569,108.2820373,,,,,7 tầng
90 m²,"4,7 tỷ",3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,16.0527797053388,108.171617045293,6 m,,,,3 tầng
170 m²,20 tỷ,,,Sổ đỏ/ Sổ hồng.,,16.0730164041151,108.243155430201,10 m,"15,5 m",,,
100 m²,"4,25 tỷ",3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.0643710584587,108.166720928145,10 m,5 m,Đông - Nam,Đông - Nam,3 tầng
"102,7 m²","8,2 tỷ",,,Sổ đỏ/ Sổ hồng,,16.0705975,108.2013051,"7,3 m","7,5 m",Đông,,
42 m²,"2,3 tỷ",,,Hợp đồng mua bán,,16.0883827209473,108.228889465332,,,,,
50 m²,"3,95 tỷ",3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,,16.0450447275212,108.216701184427,"4,5 m",6 m,,,3 tầng
430 m²,25 tỷ,,,Sổ đỏ/ Sổ hồng,,16.026959304082,108.211597940217,15 m,"6,5 m",Đông - Nam,,
"88,8 m²","4,25 tỷ",,,Sổ đỏ/ Sổ hồng.,,16.0569531039103,108.187712342088,"5,64 m","5,5 m",Đông - Bắc,,
"55,1 m²","1,55 tỷ",,,Sổ đỏ/ Sổ hồng.,,16.1011474354584,108.134656159742,,3 m,Tây - Nam,,
90 m²,"3,15 tỷ",,,,,16.0694018985269,108.165269931393,5 m,"5,5 m",Tây - Nam,,
"98,8 m²","2,99 tỷ",,,Sổ đỏ/ Sổ hồng,,16.0722240262893,108.146432631334,5 m,"7,5 m",Tây - Nam,,
90 m²,"3,65 tỷ",,,Sổ đỏ/ Sổ hồng,,16.0656906937057,108.169201842072,5 m,"7,5 m",Tây - Bắc,,
100 m²,"4,25 tỷ",3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.0643710584587,108.166720928145,10 m,5 m,Đông - Nam,Đông - Nam,3 tầng
"102,7 m²","8,2 tỷ",,,Sổ đỏ/ Sổ hồng,,16.0705975,108.2013051,"7,3 m","7,5 m",Đông,,
42 m²,"2,3 tỷ",,,Hợp đồng mua bán,,16.0883827209473,108.228889465332,,,,,
50 m²,"3,95 tỷ",3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,,16.0450447275212,108.216701184427,"4,5 m",6 m,,,3 tầng
430 m²,25 tỷ,,,Sổ đỏ/ Sổ hồng,,16.026959304082,108.211597940217,15 m,"6,5 m",Đông - Nam,,
"88,8 m²","4,25 tỷ",,,Sổ đỏ/ Sổ hồng.,,16.0569531039103,108.187712342088,"5,64 m","5,5 m",Đông - Bắc,,
"55,1 m²","1,55 tỷ",,,Sổ đỏ/ Sổ hồng.,,16.1011474354584,108.134656159742,,3 m,Tây - Nam,,
90 m²,"3,15 tỷ",,,,,16.0694018985269,108.165269931393,5 m,"5,5 m",Tây - Nam,,
"98,8 m²","2,99 tỷ",,,Sổ đỏ/ Sổ hồng,,16.0722240262893,108.146432631334,5 m,"7,5 m",Tây - Nam,,
90 m²,"3,65 tỷ",,,Sổ đỏ/ Sổ hồng,,16.0656906937057,108.169201842072,5 m,"7,5 m",Tây - Bắc,,
100 m²,"5,29 tỷ",,,Sổ đỏ/ Sổ hồng.,,16.0909492231088,108.247854639339,5 m,"7,5 m",Nam,,
105 m²,"22,5 tỷ",15 phòng,15 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.0786075062554,108.236806392769,5 m,"7,5 m",,,8 tầng
155 m²,"34,9 tỷ",20 phòng,20 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.050815744572,108.246934934169,9 m,,,,9 tầng
625 m²,51 tỷ,,,,,16.0721379638386,108.195453147053,25 m,,,,
108 m²,"15,5 tỷ",,,Sổ đỏ/ Sổ hồng,,16.088382720947266,108.22888946533203,,,,,
"77,1 m²","4,54 tỷ",,,Hợp đồng mua bán,,16.059795379638672,108.23047637939453,,,,,
68 m²,"4,8 tỷ",2 phòng,2 phòng,,Đầy đủ,16.0879993438721,108.220932006836,,,Tây - Bắc,Đông - Nam,
55 m²,4 tỷ,1 phòng,1 phòng,Sổ đỏ/ Sổ hồng.,,16.07208251953125,108.22496795654297,,,,,
156 m²,10 tỷ,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng.,,16.0717067718506,108.229057312012,,,Nam,Bắc,
80 m²,"2,7 tỷ",2 phòng,,,,16.0561447143555,108.233322143555,,,,,
"48,6 m²","2,3 tỷ",2 phòng,,Hợp đồng mua bán,,16.05078125,108.23290252685547,,,Tây - Bắc,Đông - Nam,
135 m²,33 tỷ,,,,,16.0597982,108.2304737,7 m,,,,6 tầng
"106,9 m²",7 tỷ,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,16.071706771850586,108.22905731201172,,,Đông,Tây,
69 m²,"3,7 tỷ",2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.06191062927246,108.23790740966797,,,,,
